segment_type,segment_value,n,fold_count,baseline_mape,current_best_mape,rolling_mean_2_mape,rolling_mean_3_mape,rolling_median_3_mape,damped_add_mape,damped_ratio_mape,outlier_smoothing_mape,segment_region_mape,segment_area_mape,ml_ratio_mape,analog_knn_mape,best_model_in_segment,best_model_mape,improvement_best_vs_current,signed_bias_current_best,median_pred_div_true,same_bias_sign_folds,stability_score
Населенный пункт,Видное г,114,3,5.578301546854178,5.566647023643615,6.998376175589987,7.515020635763786,8.32781326206743,5.556746519294724,5.5328855176973475,5.5398963823326195,5.561014097642061,5.583431071357607,5.582903379537025,5.595803171596618,damped_ratio,5.5328855176973475,0.033761505946267256,-0.012516315381599336,0.9778786593165616,2,0.022507670630844835
alcohol_x_rto_decile,1__2,5778,3,6.061619684412322,6.0668955363727815,6.7636908313659765,7.207720329403825,7.505109688947337,6.133548634743476,6.119202674423919,6.033453382538627,6.07032478556968,6.064589075569331,6.063985633422368,6.124922860693483,outlier_smoothing,6.033453382538627,0.033442153834154276,0.012666256302904596,1.0065982839450824,2,0.022294769222769517
area_x_volatility,Большой__2,2677,3,5.6236897359672335,5.624608096312459,6.055257858762835,6.4704632135458455,6.602160121422854,5.629457078575912,5.624389474033758,5.5913110424862795,5.64110717522051,5.618013174133396,5.6214205773089,5.681070414832573,outlier_smoothing,5.5913110424862795,0.0332970538261792,-0.0011161751265001156,0.9927113094558773,2,0.022198035884119467
Регион,Самарская обл,2031,3,6.353812291182848,6.353735061508321,7.033444191967328,7.409675096290156,7.372926141287548,6.379362920207415,6.3731194273880005,6.321417429366832,6.346712184671843,6.354390136679774,6.349982596272978,6.438641417407438,outlier_smoothing,6.321417429366832,0.03231763214148842,0.016408530324463017,1.0090022282074713,2,0.02154508809432561
alcohol_x_rto_decile,1__1,5777,3,5.9298176015653015,5.936297868791783,6.628986192749431,7.1471683971901445,7.412872259871849,6.021108136255877,6.002211478205034,5.904113220839664,5.938488369798218,5.933400721257817,5.933018538232892,5.9916376167747645,outlier_smoothing,5.904113220839664,0.032184647952119505,0.009753695179972582,1.0044304053378117,2,0.02145643196807967
Населенный пункт,Новокузнецк г,192,3,6.4227731803115224,6.42342577525844,6.738412794798151,7.056104876357789,7.346495694696066,6.477427825985551,6.4283198590587745,6.39132763101406,6.429564048394344,6.4234063802849874,6.421847250280552,6.459498373026981,outlier_smoothing,6.39132763101406,0.03209814424437951,0.0006347028613211217,0.9889228046422635,2,0.02139876282958634
"Торговая площадь, категориальный",Средний,34950,3,7.106231770840324,7.1092500456020975,8.254165713297867,8.749647426678687,9.258840443510229,7.094109606174621,7.11497156671544,7.0771582563079205,7.120514689822691,7.113621721668193,7.110410224957596,7.173408311266679,outlier_smoothing,7.0771582563079205,0.032091789294177,0.024940389621930428,1.012072062439094,2,0.021394526196117997
Количество касс,8,8088,3,6.894762068467,6.8957701057256475,7.995539894606419,8.528637504966982,8.888607150327777,6.872425525983346,6.883252580826467,6.863830897744938,6.909439797461476,6.897855921619312,6.896467200852224,6.957902514419637,outlier_smoothing,6.863830897744938,0.03193920798070948,0.020378785209365535,1.0084129187514508,2,0.021292805320472986
area_x_trend,Средний__1,6736,3,6.184789608303631,6.184368041586626,6.519035313940689,6.304949430398187,6.210230905367888,6.153378033124887,6.1580426080715505,6.1585322707391486,6.195459549664993,6.189688329540683,6.185949642602528,6.224341962393499,damped_add,6.153378033124887,0.030990008461738938,0.014226182867806265,1.006572361339455,2,0.02066000564115929
rto_decile,2,6186,3,6.036859395398239,6.042071056032566,6.731329189027953,7.168258533977551,7.452715480777929,6.107216129961137,6.092905326554334,6.011099190778776,6.04596598245844,6.039727148980187,6.039192014417236,6.099856272628028,outlier_smoothing,6.011099190778776,0.030971865253790476,0.012106253700820186,1.0063565747390615,2,0.02064791016919365
