fold,segment_type,segment_value,n,cluster_mape,temporal_mape,winner,temporal_minus_cluster_mape
10,Регион,Ярославская обл,268,5.918018389789761,5.544501519327473,temporal,-0.37351687046228843
10,"Торговая площадь, категориальный",Большой,4149,6.824919458280099,6.551993369448467,temporal,-0.27292608883163183
10,"Торговая площадь, категориальный",Маленький,4322,6.023750802198668,5.809297785037485,temporal,-0.21445301716118337
10,"Торговая площадь, категориальный",Очень большой,494,7.016984810625017,6.61750293748802,temporal,-0.3994818731369971
10,"Торговая площадь, категориальный",Средний,11650,6.326132934581443,6.139018348233593,temporal,-0.1871145863478496
10,Флаг алкогольной лицензии,0,1331,6.4617930820596445,6.173504206500385,temporal,-0.2882888755592594
10,Флаг алкогольной лицензии,1,19284,6.374011325015968,6.163849908004674,temporal,-0.2101614170112942
10,Количество касс,3,636,5.727578269507001,5.65173835473058,temporal,-0.07583991477642105
10,Количество касс,4,1723,5.672487881858798,5.570259151968523,temporal,-0.10222872989027465
10,Количество касс,5,2742,5.689457625412135,5.564236891135949,temporal,-0.12522073427618619
10,Количество касс,6,3275,5.8852954434381335,5.736378259230251,temporal,-0.1489171842078827
10,Количество касс,7,3270,5.894386294010875,5.72956494476234,temporal,-0.16482134924853487
10,Количество касс,8,2696,6.020840325596877,5.798970053685004,temporal,-0.22187027191187347
10,Количество касс,9,1918,6.699392861603876,6.449077784493375,temporal,-0.2503150771105007
10,Количество касс,10,1259,7.464822023472721,7.162759087849784,temporal,-0.3020629356229376
10,Количество касс,11,942,7.88589492035722,7.494908403673,temporal,-0.3909865166842206
10,Количество касс,12,664,7.105948669843927,6.729601161098146,temporal,-0.3763475087457806
10,Количество касс,13,429,9.350178315111396,8.867840356555275,temporal,-0.48233795855612094
10,Количество касс,14,269,8.922733287279486,8.377009054314538,temporal,-0.5457242329649485
10,Количество касс,15,198,9.563275966062404,8.94428687396059,temporal,-0.6189890921018151
10,Количество касс,16,138,6.726342870981898,6.24923442578635,temporal,-0.4771084451955483
10,regime,declining,2105,5.098349913241019,5.125502265174542,cluster,0.027152351933523278
10,regime,growing,1670,6.412040814539637,5.947626535445621,temporal,-0.464414279094016
10,regime,high_stable,1286,6.574945091191616,6.349076378955547,temporal,-0.22586871223606853
10,regime,low_volatile,2259,6.175565061739625,6.202784077869687,cluster,0.02721901613006228
10,regime,october_drop,4700,7.852396949211321,7.465563482110977,temporal,-0.3868334671003435
10,regime,october_spike,938,7.093396000412608,6.49267746339456,temporal,-0.6007185370180483
10,regime,stable,5328,5.908967429915982,5.748091981318122,temporal,-0.16087544859785918
10,regime,volatile,2329,5.422119286458134,5.314633655703926,temporal,-0.10748563075420758
10,region_x_rto_decile,Москва г__9,551,6.920148304079957,6.333459597556554,temporal,-0.586688706523403
10,region_x_rto_decile,Московская обл__7,300,6.523319583172721,6.061419051492483,temporal,-0.4619005316802376
10,region_x_rto_decile,Московская обл__8,370,7.334223164910683,6.849935633703341,temporal,-0.48428753120734225
10,region_x_rto_decile,Московская обл__9,437,7.156753785541,6.683140745213838,temporal,-0.47361304032716234
